"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","lifeStage","occurrenceRemarks","identificationRemarks","sex"
"379","Rana draytonii Baird & Girard, 1852","-122.3873","37.38898","cdc,cdround","gbif","3333049770","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:01:43.744+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-07-24T00:36:04","28417","NORTH_AMERICA","California","2021"," 7","23","2021-07-23","2022-03-28T15:48:29.000+00:00","2023-02-20T17:01:43.744+00:00","https://www.inaturalist.org/observations/88328917","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","wyattherp","wyattherp","WGS84","Amphibia","US","United States of America","wyattherp","88328917","wyattherp","Coordinate uncertainty increased to 28417m at the request of the observer","2021/07/23 9:58 AM PDT","Observations","3333049770","California, US","https://www.inaturalist.org/observations/88328917","67016","88328917","iNaturalist","09:58:00-07:00","wild","193594018",NA,NA,NA,NA
"380","Rana draytonii Baird & Girard, 1852","-122.0933","36.84264","cdround","gbif","3399324472","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:26.128+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-10-28T18:53:54","28476",NA,"California","2021"," 7"," 6","2021-07-06","2022-03-28T15:46:27.000+00:00","2023-02-20T17:13:26.128+00:00","https://www.inaturalist.org/observations/99646792","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Sheldon Logan","Sheldon Logan","WGS84","Amphibia","US","United States of America","Sheldon Logan","99646792","muddphoto","Coordinate uncertainty increased to 28476m to protect threatened taxon","2021/07/06 11:19 AM PDT","Observations","3399324472","California, US","https://www.inaturalist.org/observations/99646792","67016","99646792","iNaturalist","11:19:00-07:00","wild","217077677",NA,NA,NA,NA
"381","Rana draytonii Baird & Girard, 1852","-122.0829","36.94490","cdc,cdround","gbif","3399318400","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:26.114+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-10-28T18:53:54","28476","NORTH_AMERICA","California","2021"," 7"," 6","2021-07-06","2022-03-29T18:04:15.000+00:00","2023-02-20T17:13:26.114+00:00","https://www.inaturalist.org/observations/99646793","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Sheldon Logan","Sheldon Logan","WGS84","Amphibia","US","United States of America","Sheldon Logan","99646793","muddphoto","Coordinate uncertainty increased to 28476m to protect threatened taxon","2021/07/06 11:21 AM PDT","Observations","3399318400","California, US","https://www.inaturalist.org/observations/99646793","67016","99646793","iNaturalist","11:21:00-07:00","wild","217077678",NA,NA,NA,NA
"382","Rana draytonii Baird & Girard, 1852","-123.0910","38.23665","cdround","gbif","3337962673","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:02:01.116+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-08-08T17:55:19","28270",NA,"California","2021"," 8"," 7","2021-05-30","2022-03-29T18:15:28.000+00:00","2023-02-20T17:02:01.116+00:00","https://www.inaturalist.org/observations/90422945","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","efairbairn","efairbairn","WGS84","Amphibia","US","United States of America","efairbairn","90422945","efairbairn","Coordinate uncertainty increased to 28270m at the request of the observer","Sat Aug 07 2021 18:27:44 GMT-0700 (PDT)","Observations","3337962673","Sonoma County, US-CA, US","https://www.inaturalist.org/observations/90422945","67016","90422945","iNaturalist","18:27:44-07:00","wild","197775458",NA,NA,NA,NA
"383","Rana draytonii Baird & Girard, 1852","-122.4051","37.43654","cdc,cdround","gbif","3338129536","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:10:57.731+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-08-16T02:35:47","28388","NORTH_AMERICA","California","2021"," 8","15","2021-08-15","2022-03-29T18:15:43.000+00:00","2023-02-20T17:10:57.731+00:00","https://www.inaturalist.org/observations/91362404","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","leoleonimages","leoleonimages","WGS84","Amphibia","US","United States of America","leoleonimages","91362404","leoleonimages","Coordinate uncertainty increased to 28388m to protect threatened taxon","2021/08/15 9:31 AM PDT","Observations","3338129536","California, US","https://www.inaturalist.org/observations/91362404","67016","91362404","iNaturalist","09:31:00-07:00","wild","199671821",NA,"One of several Tadpoles",NA,NA
"384","Rana draytonii Baird & Girard, 1852","-122.5161","37.44534","cdround","gbif","3338026821","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:01:53.445+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-08-16T02:41:04","28388",NA,"California","2021"," 8","15","2021-08-15","2022-03-28T15:48:17.000+00:00","2023-02-20T17:01:53.445+00:00","https://www.inaturalist.org/observations/91362847","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","leoleonimages","leoleonimages","WGS84","Amphibia","US","United States of America","leoleonimages","91362847","leoleonimages","Coordinate uncertainty increased to 28388m to protect threatened taxon","2021/08/15 9:36 AM PDT","Observations","3338026821","California, US","https://www.inaturalist.org/observations/91362847","67016","91362847","iNaturalist","09:36:00-07:00","wild","199672940","Adult","One of several Adult CRLF's observed here.",NA,NA
"385","Rana draytonii Baird & Girard, 1852","-122.5874","37.93409","cdc,cdround","gbif","3337965435","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:01:53.738+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-08-17T22:16:48","28329","NORTH_AMERICA","California","2021"," 8","17","2021-08-17","2022-04-13T17:34:54.000+00:00","2023-02-20T17:01:53.738+00:00","https://www.inaturalist.org/observations/91578783","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Liam O'Brien","Liam O'Brien","WGS84","Amphibia","US","United States of America","Liam O'Brien","91578783","robberfly","Coordinate uncertainty increased to 28329m at the request of the observer","Tue Aug 17 2021 15:16:36 GMT-0700 (PDT)","Observations","3337965435","Golden Gate National Recreation Area, US-CA, US","https://www.inaturalist.org/observations/91578783","67016","91578783","iNaturalist","15:16:36-07:00","wild","200138469",NA,"Helped with a relocation project today",NA,NA
"386","Rana draytonii Baird & Girard, 1852","-122.5393","37.70920","cdc,cdround","gbif","3344030216","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:02:06.644+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-08-23T04:09:07","28359","NORTH_AMERICA","California","2021"," 8","22","2021-08-22","2022-03-28T15:48:08.000+00:00","2023-02-20T17:02:06.644+00:00","https://www.inaturalist.org/observations/92200837","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","ericaharris123","ericaharris123","WGS84","Amphibia","US","United States of America","ericaharris123","92200837","ericaharris123","Coordinate uncertainty increased to 28359m at the request of the observer","Sun Aug 22 2021 11:49:51 GMT-0700 (PDT)","Observations","3344030216","California, US","https://www.inaturalist.org/observations/92200837","67016","92200837","iNaturalist","11:49:51-07:00","wild","201450607",NA,NA,NA,NA
"387","Rana draytonii Baird & Girard, 1852","-121.8642","36.37624","cdc,cdround","gbif","3344049857","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:02.534+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-08-25T01:49:23","28563","NORTH_AMERICA","California","2021"," 8","23","2021-08-23","2022-11-17T22:40:31.000+00:00","2023-02-20T17:13:02.534+00:00","https://www.inaturalist.org/observations/92424274","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Alex Castelein","Alex Castelein","WGS84","Amphibia","US","United States of America","Alex Castelein","92424274","acastelein","Coordinate uncertainty increased to 28563m at the request of the observer","Mon Aug 23 2021 19:09:17 GMT-0700 (PDT)","Observations","3344049857","California, US","https://www.inaturalist.org/observations/92424274","67016","92424274","iNaturalist","19:09:17-07:00","wild","201952716",NA,"Lifer! Just spotted it sitting on the bottom of this pool of water",NA,NA
"388","Rana draytonii Baird & Girard, 1852","-121.1360","36.58820","cdc,cdround","gbif","3344058832","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:02:07.504+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-08-26T06:58:24","28534","NORTH_AMERICA","California","2021"," 8","23","2021-08-23","2022-03-28T15:48:11.000+00:00","2023-02-20T17:02:07.504+00:00","https://www.inaturalist.org/observations/92546654","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Scotty Graham","Scotty Graham","WGS84","Amphibia","US","United States of America","Scotty Graham","92546654","scotty8","Coordinate uncertainty increased to 28534m to protect threatened taxon","Mon Aug 23 2021 16:10:39 GMT-0700 (PDT)","Observations","3344058832","San Benito County, US-CA, US","https://www.inaturalist.org/observations/92546654","67016","92546654","iNaturalist","16:10:39-07:00","wild","202221321",NA,NA,NA,NA
"389","Rana draytonii Baird & Girard, 1852","-121.1121","36.46404","cdc,cdround","gbif","3466263654","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:10:09.368+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-02-03T00:35:20","28534","NORTH_AMERICA","California","2021"," 9","26","2021-09-26","2022-03-29T17:42:41.000+00:00","2023-02-20T17:10:09.368+00:00","https://www.inaturalist.org/observations/106046426","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","ynn07286","ynn07286","WGS84","Amphibia","US","United States of America","ynn07286","106046426","ynn07286","Coordinate uncertainty increased to 28534m to protect threatened taxon","2021/09/26 10:03 AM PDT","Observations","3466263654","San Benito County, US-CA, US","https://www.inaturalist.org/observations/106046426","67016","106046426","iNaturalist","10:03:00-07:00","wild","235006681",NA,NA,NA,NA
"390","Rana draytonii Baird & Girard, 1852","-121.9980","36.46425","cdround","gbif","3355290587","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:10:50.111+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-12T00:00:00","28534",NA,"California","2021"," 9"," 1","2021-09-01","2022-03-28T15:47:40.000+00:00","2023-02-20T17:10:50.111+00:00","https://www.inaturalist.org/observations/93279999","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","ahenderson4","ahenderson4","WGS84","Amphibia","US","United States of America","ahenderson4","93279999","ahenderson4","Coordinate uncertainty increased to 28534m to protect threatened taxon","Wed Sep 01 2021 10:36:10 GMT-0700 (PDT)","Observations","3355290587","California, US","https://www.inaturalist.org/observations/93279999","67016","93279999","iNaturalist","10:36:10-07:00","wild","203751899",NA,NA,NA,NA
"391","Rana draytonii Baird & Girard, 1852","-121.9876","36.56931","cdc,cdround","gbif","4009911399","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:01:58.193+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-03T20:29:48","28534","NORTH_AMERICA","California","2021"," 9"," 2","2021-09-02","2022-12-25T17:13:47.000+00:00","2023-02-20T17:01:58.193+00:00","https://www.inaturalist.org/observations/93404381","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","audreyyygl","Daniel Palmer","WGS84","Amphibia","US","United States of America","audreyyygl","93404381","audreyyygl","Coordinate uncertainty increased to 28534m to protect threatened taxon","Thu Sep 02 2021 13:33:41 GMT-0700 (PDT)","Observations","4009911399","California, US","https://www.inaturalist.org/observations/93404381","67016","93404381","iNaturalist","13:33:41-07:00","wild","204252161",NA,NA,NA,NA
"392","Rana draytonii Baird & Girard, 1852","-121.9003","36.42292","cdc,cdround","gbif","3355687709","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:26.053+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-02T21:38:40","28534","NORTH_AMERICA","California","2021"," 9"," 2","2021-09-02","2022-03-29T18:13:07.000+00:00","2023-02-20T17:12:26.053+00:00","https://www.inaturalist.org/observations/93404511","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","willhand","Harte Singer","WGS84","Amphibia","US","United States of America","willhand","93404511","willhand","Coordinate uncertainty increased to 28534m to protect threatened taxon","Thu Sep 02 2021 13:34:12 GMT-0700 (PDT)","Observations","3355687709","California, US","https://www.inaturalist.org/observations/93404511","67016","93404511","iNaturalist","13:34:12-07:00","wild","204030085",NA,NA,NA,NA
"393","Rana draytonii Baird & Girard, 1852","-117.2760","33.48145","cdc,cdround","gbif","3355409970","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:09:30.066+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-05T17:31:55","28957","NORTH_AMERICA","California","2021"," 9"," 2","2021-09-02","2022-10-16T07:10:45.000+00:00","2023-02-20T17:09:30.066+00:00","https://www.inaturalist.org/observations/93744566","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","jqrichmond","jqrichmond","WGS84","Amphibia","US","United States of America","jqrichmond","93744566","jqrichmond","Coordinate uncertainty increased to 28957m at the request of the observer","2021/09/02 8:40 PM UTC","Observations","3355409970","California, US","https://www.inaturalist.org/observations/93744566","67016","93744566","iNaturalist","20:40:00Z","wild","204701569",NA,NA,NA,NA
"394","Rana draytonii Baird & Girard, 1852","-122.5721","37.97577","cdc,cdround","gbif","3355822365","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:09:40.145+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-07T18:30:46","28329","NORTH_AMERICA","California","2021"," 9"," 5","2021-09-05","2022-03-29T18:11:27.000+00:00","2023-02-20T17:09:40.145+00:00","https://www.inaturalist.org/observations/94021423","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","neil_tsutsui","neil_tsutsui","WGS84","Amphibia","US","United States of America","neil_tsutsui","94021423","neil_tsutsui","Coordinate uncertainty increased to 28329m to protect threatened taxon","2021/09/05 12:55 PM PDT","Observations","3355822365","Golden Gate National Recreation Area, US-CA, US","https://www.inaturalist.org/observations/94021423","67016","94021423","iNaturalist","12:55:00-07:00","wild","205249913",NA,NA,NA,NA
"395","Rana draytonii Baird & Girard, 1852","-123.5602","38.78324","cdc,cdround","gbif","3384945693","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:02:06.756+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-12T22:26:10","28210","NORTH_AMERICA","California","2021"," 9","12","2021-09-12","2022-03-29T18:11:10.000+00:00","2023-02-20T17:02:06.756+00:00","https://www.inaturalist.org/observations/94642019","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Kathryn Arnold","Kathryn Arnold","WGS84","Amphibia","US","United States of America","Kathryn Arnold","94642019","wildhopemagazine","Coordinate uncertainty increased to 28210m to protect threatened taxon","Sun Sep 12 2021 15:24:37 GMT-0700 (PDT)","Observations","3384945693","California, US","https://www.inaturalist.org/observations/94642019","67016","94642019","iNaturalist","15:24:37-07:00","wild","206501432",NA,NA,NA,NA
"396","Rana draytonii Baird & Girard, 1852","-123.4197","38.63330","cdc,cdround","gbif","3384269712","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:21.514+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-13T00:21:00","28210","NORTH_AMERICA","California","2021"," 9","12","2021-09-12","2022-03-29T18:10:54.000+00:00","2023-02-20T17:12:21.514+00:00","https://www.inaturalist.org/observations/94655652","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","amyruegg","amyruegg","WGS84","Amphibia","US","United States of America","amyruegg","94655652","amyruegg","Coordinate uncertainty increased to 28210m to protect threatened taxon","2021/09/12 1:46 PM PDT","Observations","3384269712","California, US","https://www.inaturalist.org/observations/94655652","67016","94655652","iNaturalist","13:46:00-07:00","wild","206526703",NA,NA,NA,NA
"397","Rana draytonii Baird & Girard, 1852","-123.5680","38.61388","cdround","gbif","3384351772","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:02:38.642+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2021-09-13T02:59:41","28210",NA,"California","2021"," 9","12","2021-09-12","2022-03-29T18:10:39.000+00:00","2023-02-20T17:02:38.642+00:00","https://www.inaturalist.org/observations/94670650","http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","iNaturalist research-grade observations","Karen and Mike","Karen and Mike","WGS84","Amphibia","US","United States of America","Karen and Mike","94670650","mpkw","Coordinate uncertainty increased to 28210m to protect threatened taxon","2021/09/12 3:27 PM PDT","Observations","3384351772","California, US","https://www.inaturalist.org/observations/94670650","67016","94670650","iNaturalist","15:27:00-07:00","wild","206558763",NA,"1 of 2 frogs seen at the same time - seen from bridge that crosses the creek",NA,NA
